HG03585,BD4,SAS,BEB,"Bengali in Bangladesh",male
HG03589,BD05,SAS,BEB,"Bengali in Bangladesh",female
HG03593,BD6,SAS,BEB,"Bengali in Bangladesh",male
HG03594,BD7,SAS,BEB,"Bengali in Bangladesh",male
HG03595,BD7,SAS,BEB,"Bengali in Bangladesh",female
HG03598,BD8,SAS,BEB,"Bengali in Bangladesh",female
HG03600,BD09,SAS,BEB,"Bengali in Bangladesh",male
HG03603,BD10,SAS,BEB,"Bengali in Bangladesh",male
HG03604,BD10,SAS,BEB,"Bengali in Bangladesh",female
HG03606,BD11,SAS,BEB,"Bengali in Bangladesh",male
HG03607,BD11,SAS,BEB,"Bengali in Bangladesh",female
HG03611,BD12,SAS,BEB,"Bengali in Bangladesh",female
HG03615,BD14,SAS,BEB,"Bengali in Bangladesh",male
HG03616,BD14,SAS,BEB,"Bengali in Bangladesh",female
HG03619,PK44,SAS,PJL,"Punjabi in Lahore,Pakistan",female
HG03624,PK46,SAS,PJL,"Punjabi in Lahore,Pakistan",male
HG03625,PK46,SAS,PJL,"Punjabi in Lahore,Pakistan",female
HG03629,PK47,SAS,PJL,"Punjabi in Lahore,Pakistan",male
HG03631,PK48,SAS,PJL,"Punjabi in Lahore,Pakistan",female
HG03633,PK49,SAS,PJL,"Punjabi in Lahore,Pakistan",male
HG03634,PK49,SAS,PJL,"Punjabi in Lahore,Pakistan",female
HG03636,PK50,SAS,PJL,"Punjabi in Lahore,Pakistan",male
HG03640,PK51,SAS,PJL,"Punjabi in Lahore,Pakistan",female
HG03642,ST006,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03643,ST004,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03644,ST004,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03645,ST002,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03646,ST001,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03649,PK52,SAS,PJL,"Punjabi in Lahore,Pakistan",male
HG03652,PK53,SAS,PJL,"Punjabi in Lahore,Pakistan",male
HG03653,PK53,SAS,PJL,"Punjabi in Lahore,Pakistan",female
HG03660,PK55,SAS,PJL,"Punjabi in Lahore,Pakistan",male
HG03663,PK56,SAS,PJL,"Punjabi in Lahore,Pakistan",male
HG03667,PK58,SAS,PJL,"Punjabi in Lahore,Pakistan",male
HG03668,PK58,SAS,PJL,"Punjabi in Lahore,Pakistan",female
HG03672,ST008,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03673,ST010,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03679,ST006,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03680,ST009,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03681,ST011,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03684,ST012,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03685,ST013,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03686,ST014,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03687,ST015,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03689,ST017,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03690,ST018,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03691,ST019,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03692,ST020,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03693,ST021,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03694,ST022,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03695,ST023,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03696,ST024,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03697,ST025,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03698,ST026,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03702,PK60,SAS,PJL,"Punjabi in Lahore,Pakistan",male
HG03703,PK60,SAS,PJL,"Punjabi in Lahore,Pakistan",female
HG03705,PK61,SAS,PJL,"Punjabi in Lahore,Pakistan",male
HG03706,PK61,SAS,PJL,"Punjabi in Lahore,Pakistan",female
